id,Fecha de nacimiento,tipo cliente,Factura online,Antigüedad Equipo,Plan de datos,facturación,mora,Fecha inicio contrato,minutos,resultado
4764,1958-03-07 08:51:59.891,2,0,39,1,226529,0,2015-10-16 03:05:09.523,1306,0
4765,1957-05-31 16:15:14.081,2,0,39,1,264001,67,2017-08-05 14:36:18.389,1068,0
4767,1959-05-27 22:30:26.272,3,0,40,1,253875,32,2017-08-06 09:59:32.354,1045,0
4769,1959-02-13 05:19:40.648,2,0,25,1,282099,0,2016-10-20 06:43:36.071,1134,0
4772,1955-12-29 00:55:34.003,1,1,10,1,180605,32,2018-01-07 15:13:22.394,172,0
4777,1956-01-02 23:16:24.281,1,0,27,1,257854,34,2017-10-05 08:29:04.732,1535,0
4778,1961-04-22 20:14:15.895,1,1,21,1,364350,52,2017-11-11 17:59:04.424,1459,0
4779,1962-09-26 22:54:48.426,1,0,28,1,406482,0,2015-06-14 02:40:24.480,2524,0
4780,1951-05-15 09:26:39.022,1,0,28,1,268124,0,2016-06-07 04:22:48.264,895,0
4782,1952-05-11 07:53:56.983,1,1,8,0,239911,0,2016-04-14 14:34:40.717,711,0
4783,1957-07-03 00:53:51.342,1,0,39,1,286901,6,2017-07-06 20:33:07.607,560,0
4786,1955-12-30 19:40:56.049,1,0,32,1,265827,47,2017-09-23 20:35:24.750,1294,0
4787,1953-06-29 09:13:11.095,2,0,40,1,427571,3,2017-07-06 14:21:00.921,1860,0
4788,1962-10-17 14:01:01.094,1,0,40,1,187576,32,2017-12-08 20:54:15.615,440,0
4789,1960-08-01 05:30:50.820,1,0,41,1,372934,34,2017-11-23 06:31:00.192,1833,0
4791,1948-10-07 18:27:08.820,1,1,7,1,402276,0,2016-05-01 07:41:25.909,1456,1
4793,1959-08-29 01:00:15.363,3,1,5,0,418887,39,2017-08-29 13:07:46.751,1994,0
4795,1959-07-02 05:05:21.644,1,1,4,1,144749,13,2017-06-03 08:23:49.988,881,0
4796,1962-06-26 13:57:29.782,1,1,8,1,285106,38,2018-06-03 10:27:06.824,1291,0
4797,1958-02-28 13:20:34.229,3,1,9,1,317513,31,2017-11-08 00:10:46.476,1156,0
4798,1953-12-13 21:29:18.706,2,1,7,0,360335,50,2018-08-18 22:32:02.427,1306,0
4800,1951-06-05 19:24:54.400,3,1,11,1,332523,48,2017-08-14 00:47:48.436,1526,1
4801,1956-09-26 02:04:46.795,1,1,19,1,191342,0,2016-12-20 17:45:57.070,1502,0
4802,1965-11-30 16:05:12.884,1,0,43,1,182463,0,2015-01-13 09:02:11.194,744,0
4803,1964-02-12 06:54:36.312,1,1,2,0,344728,0,2015-06-05 08:05:17.832,1220,1
4804,1967-04-13 13:10:35.538,2,0,42,1,382703,37,2017-12-25 18:03:52.931,1972,0
4807,1961-12-24 11:55:09.223,2,1,3,1,137243,14,2017-05-07 03:57:45.761,3595,0
4809,1954-09-22 08:01:18.723,1,0,44,1,270543,1,2017-06-18 08:18:02.416,179,0
4811,1955-09-23 16:53:16.936,1,1,19,0,318494,0,2014-09-21 06:45:59.054,1068,0
4812,1960-03-02 10:11:16.925,1,1,9,0,436608,51,2017-08-24 02:20:50.447,1087,0
4814,1958-09-10 23:34:39.863,1,1,3,1,231541,4,2016-09-24 01:09:59.321,463,0
4816,1954-06-02 08:16:43.531,2,1,5,1,226262,0,2016-06-22 01:16:51.661,619,0
4818,1965-12-30 16:03:28.908,2,1,3,1,310965,0,2016-06-15 14:20:33.315,1627,0
4820,1958-11-12 04:20:50.548,1,0,42,1,356603,0,2015-04-10 06:48:28.963,1762,0
4821,1954-03-21 01:56:21.933,3,0,46,1,138757,66,2017-11-26 11:55:26.994,939,0
4823,1960-09-19 22:28:03.700,1,1,3,1,217053,0,2015-05-14 10:17:03.768,753,0
4826,1961-04-06 01:16:23.151,2,0,44,1,470007,38,2017-08-18 10:04:45.995,1980,0
4828,1959-09-22 01:07:17.238,1,0,29,1,168659,0,2015-01-23 13:57:44.465,1220,0
4829,1951-02-12 00:51:39.149,1,0,45,1,211323,10,2017-03-28 16:19:30.746,333,0
4831,1952-12-31 06:58:01.287,1,0,46,1,221701,51,2017-10-11 13:16:42.749,1508,0
4832,1956-08-02 07:28:20.754,1,0,44,1,331613,9,2017-01-28 04:45:29.035,1891,0
4833,1953-08-29 21:46:42.779,2,1,4,1,73584,46,2017-04-16 12:32:55.590,139,0
4836,1960-05-18 02:51:32.932,1,0,42,1,275174,37,2017-11-09 07:52:36.974,1728,0
4837,1964-02-20 04:26:08.453,1,0,33,1,156764,10,2017-04-18 06:35:04.408,600,0
4838,1959-11-20 19:23:16.310,1,0,44,1,147593,37,2018-01-02 08:39:40.833,808,0
4840,1955-02-05 09:24:04.868,1,0,27,1,180359,40,2017-06-21 21:26:53.568,362,0
4841,1962-06-11 00:02:34.474,2,0,41,1,426232,0,2016-09-28 23:39:11.719,1825,1
4842,1964-03-21 19:12:03.896,2,0,41,1,253816,53,2018-06-17 21:29:40.159,934,0
4843,1951-08-14 20:23:59.752,1,1,19,1,203414,0,2016-09-05 02:02:25.335,1445,0
4844,1958-12-09 14:06:44.737,1,1,17,1,133948,64,2017-12-28 14:42:45.821,1122,0
4848,1962-04-01 02:09:17.451,1,0,39,1,254138,28,2017-05-06 12:55:42.926,992,0
4849,1953-04-26 21:12:40.815,2,1,13,1,416380,33,2018-05-31 13:39:44.420,1940,0
4852,1954-11-08 07:08:14.773,1,0,34,1,215186,0,2016-06-19 18:27:35.190,659,0
4853,1956-09-08 14:50:15.301,2,1,7,1,251467,0,2016-03-31 11:17:49.025,742,0
4854,1954-07-24 22:09:03.993,2,1,5,1,333384,23,2017-02-27 18:43:41.364,1373,1
4855,1958-08-12 16:17:20.193,2,0,40,1,321639,1,2017-03-01 01:59:19.243,1137,0
4860,1956-04-12 11:24:26.110,2,0,46,1,252348,35,2017-09-22 16:35:26.588,699,0
4861,1958-07-06 19:25:05.282,1,1,9,1,203618,0,2016-04-01 23:46:12.556,885,0
4863,1956-01-11 08:46:16.771,1,1,10,1,226569,0,2015-05-10 12:54:45.291,811,0
4864,1955-08-26 07:32:09.425,1,1,15,1,125548,32,2018-04-05 06:36:05.661,346,0
4865,1962-12-22 02:35:31.420,2,0,39,1,341216,2,2017-01-21 16:08:04.315,2313,1
4867,1950-03-16 02:41:02.480,2,1,8,1,160090,47,2017-09-26 21:27:45.016,947,0
4868,1947-07-01 21:27:52.623,1,0,39,1,134499,98,2017-09-12 17:04:28.942,324,1
4869,1959-02-06 07:01:53.867,2,1,16,1,202332,33,2017-11-20 15:32:45.304,1083,0
4875,1947-10-25 20:31:46.067,2,0,43,1,103296,43,2017-08-30 17:48:44.069,773,0
4877,1951-06-16 16:55:30.937,2,0,38,1,127806,15,2016-11-11 11:46:23.762,450,0
4878,1958-07-26 22:59:20.046,2,1,8,1,177363,30,2017-09-21 06:07:14.653,266,0
4880,1966-01-20 22:41:50.196,2,0,37,1,23381,36,2017-12-02 12:49:32.969,386,0
4881,1955-04-28 17:48:30.984,1,0,34,1,266919,43,2017-11-08 02:58:30.589,318,0
4882,1955-04-21 22:32:13.132,2,1,7,1,186493,33,2017-06-28 22:54:24.576,659,0
4883,1955-09-03 12:04:02.575,2,1,13,1,227130,0,2016-07-16 07:01:41.595,1804,0
4885,1956-12-05 07:24:10.028,3,0,38,1,97180,0,2016-09-05 22:50:07.298,177,0
4887,1952-10-07 10:35:30.247,2,1,19,1,243067,53,2017-12-11 06:35:51.371,1643,1
4889,1953-07-18 18:40:35.315,1,1,13,1,145001,5,2017-02-01 17:43:18.327,111,0
4890,1963-12-10 00:35:59.192,2,1,8,1,122666,0,2016-03-11 20:47:40.233,489,0
4893,1954-09-16 04:57:03.856,3,1,8,1,372635,54,2017-12-27 12:09:23.356,1111,1
4894,1963-10-16 14:51:28.442,1,1,9,1,368571,0,2016-11-15 13:26:16.103,1393,0
4895,1957-08-31 13:07:13.792,2,1,23,1,75182,34,2018-04-01 22:52:24.807,383,0
4896,1954-09-04 04:45:54.733,1,1,10,1,405382,0,2015-12-11 16:33:54.159,1574,0
4897,1962-09-16 03:47:08.781,2,0,46,1,395728,1,2017-08-15 11:08:03.363,2043,0
4899,1951-02-03 04:22:07.169,2,1,6,1,312454,0,2016-08-15 22:33:29.052,1146,1
4900,1953-01-08 17:11:09.152,2,1,18,1,89647,22,2017-08-10 04:15:20.739,167,0
4903,1948-01-28 06:08:49.901,1,0,42,1,262592,0,2015-11-03 07:01:58.694,1440,1
4905,1954-06-11 11:23:16.611,1,1,10,1,247655,0,2016-04-19 04:38:13.294,1567,0
4908,1948-11-19 09:01:20.726,3,0,43,1,292435,0,2016-12-07 21:29:43.428,1572,1
4909,1954-08-17 02:18:57.309,2,0,40,1,116235,28,2017-07-04 08:27:21.950,313,0
4910,1960-12-21 01:24:52.209,2,0,41,1,314140,0,2015-11-19 10:21:45.912,1748,0
4911,1957-11-29 21:02:57.746,1,1,6,1,158264,36,2018-01-04 01:51:53.887,1356,0
4912,1957-09-09 00:51:32.086,2,1,11,0,321015,31,2017-09-10 01:47:39.240,1784,0
4914,1955-05-01 22:59:45.895,1,0,47,1,256740,35,2018-04-08 23:27:17.960,983,0
4915,1959-01-28 19:14:19.881,1,0,41,1,425163,5,2017-06-27 05:00:24.779,1934,0
4916,1959-01-09 12:28:56.526,2,0,29,1,334756,27,2017-01-15 16:24:03.589,2232,1
4918,1958-02-16 12:17:40.226,2,0,34,1,420293,30,2017-12-03 04:20:06.618,2071,1
4919,1958-03-10 07:12:55.777,1,1,4,1,372277,0,2015-01-30 22:24:36.512,1926,0
4924,1951-05-07 13:54:23.658,3,0,36,1,173642,0,2016-08-19 00:27:23.317,1432,0
4925,1965-05-13 00:22:13.798,2,0,36,1,324331,0,2015-11-18 18:52:09.117,1222,0
4926,1956-03-01 01:04:55.339,1,0,35,1,384662,16,2016-11-21 07:02:32.320,1666,1
4927,1951-09-07 13:45:46.818,3,1,10,1,354951,0,2016-12-21 21:45:43.429,1935,1
4930,1954-05-31 15:07:56.801,1,0,38,1,360149,8,2016-09-21 15:04:43.860,2000,0
4932,1964-04-10 09:36:50.590,2,0,35,1,115971,0,2015-11-03 18:43:44.708,495,0
4933,1958-04-16 09:44:08.042,1,1,16,1,250861,0,2015-07-13 00:54:03.511,1404,0
4934,1956-03-16 10:46:14.231,1,1,13,0,9683,11,2016-11-19 20:01:42.941,389,0
4935,1954-07-09 13:18:03.706,2,0,43,1,274520,0,2016-07-10 15:18:44.770,1092,0
4938,1955-01-14 20:11:13.041,3,0,40,1,197381,33,2017-09-08 22:04:19.551,331,0
4939,1962-06-14 09:52:16.709,1,0,41,1,258562,31,2018-03-07 09:29:14.163,933,1
4940,1958-08-20 06:13:20.639,2,1,28,0,482962,48,2017-09-28 07:58:40.703,2607,0
4941,1968-08-22 07:24:21.189,2,0,40,1,345446,7,2016-11-15 23:57:05.049,1239,0
4944,1949-12-14 17:19:16.731,2,0,34,1,320413,0,2015-06-22 20:43:47.996,1142,1
4948,1946-12-28 00:38:44.173,3,0,38,1,309008,0,2015-10-29 08:54:36.391,666,1
4949,1955-12-25 14:29:05.043,2,0,45,1,243724,54,2017-09-10 11:36:32.758,1244,0
4950,1958-03-30 07:07:34.384,2,0,47,1,309858,0,2016-05-23 15:08:37.305,658,0
4952,1962-06-29 12:50:47.598,2,0,45,1,350375,44,2018-08-04 17:25:02.859,1624,0
4957,1958-12-01 15:26:26.467,2,0,40,1,366138,0,2013-11-16 02:40:29.596,856,0
4958,1958-06-01 13:58:47.263,2,1,9,1,209857,19,2017-06-29 00:16:26.796,887,1
4960,1963-04-20 09:00:37.105,2,1,21,1,200363,32,2018-03-24 13:34:21.181,720,0
4962,1957-12-31 00:20:57.386,1,1,9,0,240216,30,2017-08-30 11:06:50.695,155,0
4964,1946-01-22 17:53:30.293,1,0,43,1,241928,32,2018-04-20 06:43:03.446,1592,0
4965,1958-06-19 05:45:19.661,2,0,36,1,367801,7,2017-09-06 01:36:27.673,1891,0
4967,1959-01-25 12:14:47.473,1,0,40,1,349701,0,2016-01-06 13:23:58.687,1631,0
4968,1954-11-11 14:50:11.558,2,0,37,1,159146,51,2017-09-21 01:49:20.850,1064,0
4970,1954-05-11 23:18:51.005,2,1,8,1,298150,40,2017-11-09 07:28:53.496,840,0
4973,1961-07-29 10:23:38.985,1,1,6,0,211760,67,2018-09-14 13:34:00.834,758,0
4974,1958-05-16 17:51:57.601,1,1,8,1,263931,27,2016-10-22 10:49:08.969,1934,0
4978,1965-06-01 19:18:17.941,3,1,17,0,376266,0,2016-06-19 06:28:30.435,2076,0
4979,1950-07-02 09:19:31.665,2,0,41,1,151358,0,2015-06-06 06:02:23.213,334,0
4981,1962-11-09 14:58:18.480,2,1,10,0,273574,3,2017-05-19 01:39:29.690,507,0
4982,1963-04-11 03:36:26.010,1,1,7,1,212889,87,2017-08-12 08:04:02.511,370,0
4983,1960-12-06 05:42:30.208,1,1,12,1,337651,2,2017-09-13 18:57:10.153,1979,0
4985,1950-09-08 00:47:35.374,1,1,4,1,268116,35,2018-01-05 14:36:43.437,1617,0
4990,1961-09-12 14:38:57.140,2,0,29,1,60292,0,2015-05-27 06:24:23.934,687,1
4995,1958-06-30 21:08:43.044,2,1,7,0,480727,39,2017-10-03 22:56:38.773,1773,1
4997,1959-03-17 17:37:39.975,1,1,12,1,336471,30,2017-04-13 09:44:43.938,1172,1
4998,1961-08-20 17:11:50.954,1,0,38,1,334758,16,2017-02-17 00:41:52.001,559,0
5000,1960-02-01 13:22:44.475,1,0,37,1,219730,0,2014-10-16 16:22:19.823,1310,0
5001,1962-07-16 22:06:21.725,2,1,12,0,343184,34,2017-12-07 10:54:02.364,1010,0
5003,1962-03-04 02:53:29.634,1,0,34,1,360746,69,2017-11-06 00:26:16.769,1057,0
5005,1960-06-12 19:53:22.832,2,1,2,0,271284,41,2017-12-07 09:06:12.458,1456,0
5007,1951-07-21 23:34:09.613,2,0,28,1,182589,39,2017-09-26 18:54:17.260,282,0
5008,1957-04-20 20:24:04.125,3,0,40,1,351529,35,2018-06-10 04:10:44.864,1729,1
5009,1959-09-29 03:19:55.071,1,0,41,1,323555,0,2014-07-22 03:48:55.316,1347,0
5011,1966-04-14 09:32:08.838,2,0,46,1,438694,1,2016-10-29 02:20:31.659,2171,0
5012,1958-04-06 22:27:24.310,1,0,35,1,291707,50,2017-12-25 21:44:15.534,1486,0
5015,1955-04-03 00:39:37.077,2,1,9,1,300287,7,2017-05-15 18:13:52.280,1185,0
5016,1957-04-07 12:26:02.668,2,1,7,1,251822,7,2017-04-19 03:05:43.775,1003,0
5018,1956-12-19 09:50:35.425,3,1,16,1,268004,32,2017-09-16 06:11:33.803,530,0
5019,1971-12-14 18:22:01.821,1,0,43,1,94869,39,2017-10-15 06:03:13.329,840,0
5020,1961-11-08 17:58:55.106,2,0,36,1,453908,8,2016-12-29 05:11:54.879,1497,0
5022,1961-06-08 14:36:00.464,3,0,44,1,96841,20,2016-10-07 21:09:42.352,329,0
5023,1953-08-25 12:22:10.501,1,1,7,1,305054,33,2017-09-13 09:41:18.853,1670,0
5024,1966-03-20 10:46:56.245,1,1,5,0,445582,0,2016-08-17 17:40:02.692,1464,0
5027,1960-02-18 00:05:57.326,2,0,44,1,189404,0,2016-09-26 08:28:52.974,593,0
5030,1950-02-18 15:59:49.042,2,0,32,1,280866,0,2016-10-08 00:35:33.502,1428,1
5031,1956-02-02 02:56:10.607,2,1,17,1,292585,0,2013-07-05 08:29:07.120,450,1
5032,1961-07-03 00:55:19.747,1,0,39,1,272902,0,2016-08-10 06:34:27.872,1111,0
5033,1959-10-31 12:09:46.823,1,0,37,1,314546,31,2017-11-19 08:45:48.090,1158,0
5034,1954-05-02 01:29:50.745,2,0,42,1,190534,0,2016-07-20 16:59:03.972,251,0
5035,1953-01-27 06:00:18.542,3,1,6,1,416153,42,2017-09-29 15:01:18.386,1604,1
5040,1964-09-19 01:35:12.944,2,0,31,1,314647,48,2018-07-17 16:13:06.775,1552,0
5042,1951-07-25 07:47:52.292,2,0,45,1,494694,0,2016-08-08 18:43:10.406,2276,1
5045,1955-03-06 16:28:05.935,3,0,45,1,140515,32,2017-11-28 03:56:41.719,417,0
5051,1961-06-16 02:43:58.283,2,0,41,1,381904,5,2017-09-09 07:48:00.591,1572,0
5052,1957-03-04 04:58:49.601,2,0,10,1,473037,1,2017-01-29 19:22:30.220,2542,1
5055,1952-05-09 22:09:49.577,2,1,17,0,307819,44,2018-08-03 02:58:57.546,1507,0
5057,1964-05-03 03:16:38.399,2,0,37,1,366066,31,2017-07-24 00:32:12.313,1117,0
5058,1962-08-13 10:28:45.140,2,0,40,1,251255,31,2018-04-13 12:58:46.029,257,0
5060,1956-06-29 12:48:17.285,1,1,6,1,408722,0,2016-09-06 01:03:47.112,1714,0
5062,1964-06-23 06:38:10.470,2,0,40,1,331977,35,2017-09-22 10:34:09.640,1341,0
5063,1962-04-08 19:53:03.363,2,0,29,1,132845,0,2016-02-20 03:15:49.695,887,0
5064,1957-09-23 20:13:23.830,2,1,20,0,371115,15,2016-10-19 03:56:13.858,1531,0
5065,1957-03-21 05:06:10.013,1,1,11,0,244361,34,2018-05-13 12:21:10.840,811,0
5066,1953-02-17 09:21:00.863,2,1,19,0,300715,2,2017-01-27 14:38:40.282,1746,0
5072,1966-03-03 19:04:30.268,2,1,9,1,189977,54,2017-12-13 04:26:30.862,1457,0
5073,1963-07-15 04:15:14.897,2,1,25,0,149343,0,2015-12-25 09:07:13.022,335,0
5074,1957-02-12 15:47:39.662,1,0,13,1,263545,2,2017-07-18 17:54:26.622,1409,0
5075,1958-10-30 23:45:31.343,1,0,44,1,149104,0,2015-12-03 23:25:55.555,370,0
5079,1967-10-11 12:46:02.272,3,0,35,1,382777,18,2017-08-17 12:49:34.637,1892,0
5080,1956-12-08 21:27:30.564,2,1,11,1,197519,37,2017-12-20 16:04:07.055,360,0
5081,1962-07-23 06:17:53.867,1,0,41,1,295173,0,2016-06-06 02:12:11.917,967,0
5082,1960-08-08 05:21:11.798,3,1,13,0,166055,48,2017-08-16 17:16:41.231,819,0
5083,1962-01-08 20:58:35.564,1,0,45,1,215851,11,2017-05-18 08:17:58.414,723,0
5084,1952-12-26 23:14:13.423,2,0,35,1,206366,30,2016-09-26 11:06:37.811,746,0
5085,1961-07-21 21:02:51.831,1,0,37,1,288263,0,2016-02-25 17:20:10.142,1801,0
5087,1959-06-26 05:41:46.983,3,1,17,0,290079,0,2015-12-01 09:16:33.206,1171,1
5090,1957-05-03 12:04:51.385,2,1,3,1,225125,10,2017-06-06 22:46:51.242,1346,0
5091,1960-12-22 11:10:48.857,3,1,15,1,263181,12,2017-03-30 12:10:27.452,685,0
5092,1953-12-16 15:34:49.967,2,0,44,1,270758,2,2017-03-27 02:08:11.229,1337,0
5094,1957-05-22 06:11:57.507,1,1,9,0,193351,30,2018-07-20 00:44:01.232,846,0
5095,1964-01-04 20:20:11.260,2,0,41,1,230147,0,2015-09-28 14:46:12.957,581,0
5096,1956-01-21 04:21:39.759,2,0,41,1,212054,42,2017-05-24 23:40:12.629,813,0
5098,1958-12-13 00:42:16.939,2,1,11,0,332015,56,2017-12-10 11:28:13.780,1981,0
5101,1955-08-20 23:20:26.414,3,0,38,1,334909,34,2017-08-05 11:10:31.765,1138,0
5103,1966-12-02 11:57:49.382,3,1,14,0,260078,0,2014-01-01 12:08:20.833,698,0
5104,1960-02-20 19:29:01.665,2,1,13,1,357487,7,2017-02-11 16:30:05.126,1218,0
5106,1950-02-11 22:38:51.209,1,0,45,1,326472,30,2017-02-13 04:10:03.147,1554,1
5107,1958-03-16 20:49:06.731,1,1,5,1,186594,50,2017-11-28 17:28:43.284,655,0
5108,1960-04-14 17:46:13.500,1,0,36,1,-11344,0,2015-09-12 20:27:22.707,635,0
5110,1957-09-12 13:02:02.156,1,0,34,1,296410,36,2017-11-02 18:08:36.559,1416,0
5111,1959-11-05 03:33:58.120,3,1,5,0,373314,0,2016-11-24 02:51:23.504,1380,1
5112,1962-02-20 18:18:07.202,2,1,5,0,281151,0,2015-09-05 11:21:51.664,1539,0
5114,1954-08-26 18:01:03.349,1,0,41,1,337255,0,2016-09-10 20:33:32.589,1512,1
5116,1963-12-29 00:05:56.089,2,1,7,1,339496,42,2017-10-21 20:56:36.194,1686,0
5117,1961-05-01 18:50:02.862,3,0,45,1,314873,31,2017-10-04 01:04:34.528,544,0
5118,1952-11-24 11:52:03.271,1,1,9,0,300550,43,2017-06-20 16:35:05.338,922,0
5119,1960-09-22 11:47:00.150,2,0,27,1,325076,37,2017-08-25 02:07:21.490,1829,0
5125,1955-09-23 19:15:00.034,2,0,33,1,304016,23,2017-02-02 21:40:00.205,1086,1
5127,1961-07-06 15:05:34.034,1,1,5,1,161700,0,2016-10-20 06:40:50.441,1239,0
5128,1958-05-05 10:47:17.571,1,0,36,1,266437,38,2017-04-18 07:22:51.733,1545,0
5129,1955-06-16 09:01:06.666,1,0,44,1,188781,29,2017-05-24 16:38:32.821,1059,0
5130,1953-03-06 06:09:29.468,2,0,44,1,251047,3,2016-12-13 11:25:54.147,7134,0
5132,1962-11-01 10:20:07.833,1,1,11,1,212684,36,2017-08-28 09:54:47.862,1465,0
5137,1949-10-14 05:29:38.781,1,1,12,1,281538,0,2016-02-22 07:07:53.615,1188,0
5138,1956-05-26 06:34:16.900,2,0,41,1,224576,38,2017-12-28 19:10:24.674,943,0
5141,1958-07-11 15:12:02.562,2,0,37,1,305213,5,2016-12-08 06:11:56.437,1091,0
5143,1959-10-31 19:54:13.238,1,1,4,0,134749,0,2016-07-25 17:08:48.421,1057,0
5144,1959-03-16 00:16:28.603,2,0,43,1,162997,0,2016-04-04 11:23:02.287,403,0
5148,1959-11-13 20:27:35.185,3,0,27,1,500995,0,2015-07-03 18:13:05.743,1919,1
5149,1958-07-28 01:22:39.618,1,0,43,1,88680,0,2015-07-02 07:31:34.939,503,0
5150,1950-08-11 22:01:57.791,2,1,27,1,9937,0,2016-05-01 02:39:36.302,415,0
5151,1956-07-22 17:42:41.169,1,1,7,0,228008,0,2016-10-27 19:54:35.822,947,0
5152,1960-09-24 03:55:11.068,2,0,43,1,142280,34,2018-02-16 15:18:54.614,773,0
5156,1952-06-23 19:49:58.362,1,1,15,1,375691,0,2015-12-24 05:36:42.322,1829,1
5157,1947-10-25 14:00:30.618,2,1,5,0,312692,2,2016-11-12 13:13:22.227,1038,1
5158,1955-10-27 04:57:09.747,1,0,45,1,250352,45,2017-11-28 17:20:03.644,108,0
5161,1963-12-05 20:59:16.077,1,0,42,1,207700,34,2018-04-12 16:10:51.153,818,0
5162,1953-05-28 04:57:50.335,1,0,39,1,322761,2,2017-05-20 16:11:34.553,845,0
5163,1958-11-03 16:36:00.252,1,1,11,0,309576,0,2015-05-11 02:02:55.186,1920,0
5166,1955-09-17 19:09:33.344,1,0,41,1,364989,23,2017-05-12 00:41:17.697,1713,1
5167,1968-07-08 20:07:57.218,2,0,42,1,230500,9,2017-05-19 21:26:24.958,589,0
5168,1964-07-22 16:15:44.884,3,1,8,1,287690,2,2017-01-13 21:53:15.124,1731,0
5169,1955-07-16 00:44:40.383,1,1,7,1,233145,0,2016-06-25 22:58:55.730,787,0
5170,1964-06-03 15:24:20.134,2,1,7,0,189752,55,2017-11-07 10:34:13.003,202,0
5171,1956-02-01 21:30:27.991,1,0,40,1,120382,0,2016-04-30 04:16:50.431,772,0
5172,1947-10-28 04:55:42.753,2,0,39,1,330323,52,2018-01-07 21:37:54.994,1204,1
5173,1961-11-19 09:26:34.172,1,1,4,1,203960,34,2017-09-13 17:44:54.829,1606,0
5174,1955-06-01 07:21:34.348,2,0,42,1,370464,46,2017-10-04 18:21:07.160,985,0
5176,1963-06-23 17:25:48.005,3,0,40,1,350923,32,2017-07-16 03:38:15.482,1798,0
5181,1959-04-13 19:47:09.456,2,1,8,1,160817,4,2017-03-07 18:50:04.773,807,0
5183,1959-08-24 12:14:26.007,1,0,42,1,230107,0,2016-09-16 19:00:28.505,908,0
5185,1954-04-18 22:49:41.148,1,1,8,1,391551,0,2016-05-06 20:15:25.593,1352,0
5187,1963-09-26 05:45:50.298,1,1,6,0,284390,3,2017-02-20 22:44:00.915,785,0
5190,1957-11-11 22:51:44.272,2,0,32,1,187994,0,2016-09-29 11:00:26.263,1381,0
5194,1959-08-31 06:36:54.525,2,1,10,1,295583,0,2016-05-04 23:21:31.891,545,0
5195,1962-09-16 09:39:58.685,2,1,5,1,295781,0,2015-03-22 11:50:41.945,1185,0
5198,1957-10-08 01:14:12.991,3,1,9,1,181492,32,2017-09-17 11:33:11.155,1272,0
5200,1955-09-30 05:56:48.136,1,0,43,1,221248,0,2016-08-28 00:01:15.693,854,0
5201,1963-09-23 04:31:45.624,2,1,2,0,90484,0,2013-06-01 22:27:43.002,448,0
5203,1954-04-08 21:42:52.161,2,0,39,1,165429,0,2016-03-01 03:20:10.942,277,1
5204,1967-02-16 01:43:27.936,1,1,7,1,365695,0,2016-08-07 17:48:21.861,870,0
5207,1958-07-17 11:53:24.468,1,0,38,1,243946,20,2017-05-06 16:05:50.178,1376,1
5208,1948-09-02 10:21:07.645,2,0,32,1,185610,29,2017-01-03 15:26:38.638,1006,1
5210,1964-09-07 19:33:47.651,2,1,8,0,442410,0,2016-08-25 23:32:51.804,1674,0
5211,1958-01-24 18:07:20.225,2,1,8,0,354703,0,2015-03-31 01:35:26.055,1044,0
5213,1967-04-29 03:41:10.967,2,1,8,1,244374,69,2017-07-24 03:39:18.047,1710,0
5214,1956-11-24 04:58:03.696,1,1,13,0,165685,31,2017-08-16 10:53:53.893,789,0
5215,1954-05-17 11:41:56.485,3,1,22,0,423228,0,2015-10-03 16:12:13.679,1637,1
5216,1960-02-16 02:21:12.297,1,0,43,1,257486,13,2017-05-24 11:34:58.248,1292,0
5219,1953-11-01 01:07:01.849,2,1,8,0,311167,0,2016-07-10 08:38:34.691,1205,1
5221,1960-11-09 03:34:44.677,3,0,40,1,181920,0,2013-07-12 01:18:54.920,101,1
5223,1952-01-18 02:12:27.979,1,1,13,0,150426,2,2017-02-23 18:49:13.958,1326,0
5225,1951-09-04 13:05:46.242,2,0,36,1,124527,45,2018-02-03 02:20:24.254,1065,0
5229,1959-06-05 08:13:49.968,2,1,3,1,212890,17,2017-01-07 11:28:21.412,392,0
5230,1955-07-16 21:52:30.681,2,1,6,0,478477,0,2016-05-03 16:45:14.163,2268,1
5231,1966-07-08 19:59:01.715,3,0,40,1,175924,0,2015-12-20 06:12:54.585,1515,0
5232,1955-07-19 15:59:41.030,1,0,34,1,358480,0,2015-05-01 13:28:04.768,1278,0
5234,1966-07-10 07:37:45.224,3,0,35,1,325288,34,2018-02-02 03:46:36.704,1656,1
5235,1947-08-21 03:34:07.016,1,0,43,1,270445,37,2017-10-09 03:44:32.740,1299,0
5237,1963-08-12 04:46:59.214,2,1,18,1,400733,0,2016-02-03 21:52:25.689,1625,0
5239,1966-08-07 02:19:41.174,1,1,10,1,301273,8,2016-12-08 08:18:25.280,1577,0
5240,1954-12-05 06:10:38.171,1,0,44,1,184987,3,2017-03-31 01:04:17.562,727,0
5242,1959-09-23 14:02:42.987,3,0,39,1,256497,2,2017-03-08 03:32:20.589,1124,0
5244,1955-09-24 21:58:12.496,3,0,34,1,387140,2,2017-08-08 09:17:03.575,1481,0
5246,1960-06-28 17:25:16.192,1,1,18,1,197236,0,2016-04-11 08:14:54.795,1526,0
5248,1953-04-23 20:22:24.563,2,0,44,1,493883,39,2017-09-20 07:14:44.525,2418,1
5251,1948-02-22 04:13:55.938,1,0,37,1,437297,27,2016-12-10 05:58:20.592,959,1
5252,1957-03-03 09:55:24.846,1,0,42,1,287502,0,2014-06-29 22:24:24.946,2051,0
